,paper_id,title,primary_area,keywords,reviewer_id,rating,soundness,presentation,contribution,confidence,review_number,decision
5826,dGaMSMeeF8,From Linear to Linearizable Optimization:  A Novel Framework with Applications to Stationary and Non-stationary DR-submodular Optimization,optimization,"['convex optimization', 'DR-submodular optimization']",Reviewer_VK3w,6,3,2,3,1,3,Accept (poster)
5827,dGQtja9X2C,Thinking Forward: Memory-Efficient Federated Finetuning of Language Models,optimization_for_deep_networks,"['Federated Learning', 'Large Language Models', 'Forward-mode Automatic Differentiation', 'Forward-mode AD', 'Memory-efficient Finetuning', 'Memory-efficiency', 'Data Heterogeneity']",Reviewer_sp7C,5,2,3,3,2,1,Accept (poster)
5828,dGQtja9X2C,Thinking Forward: Memory-Efficient Federated Finetuning of Language Models,optimization_for_deep_networks,"['Federated Learning', 'Large Language Models', 'Forward-mode Automatic Differentiation', 'Forward-mode AD', 'Memory-efficient Finetuning', 'Memory-efficiency', 'Data Heterogeneity']",Reviewer_KHem,7,3,3,3,3,2,Accept (poster)
5829,dGQtja9X2C,Thinking Forward: Memory-Efficient Federated Finetuning of Language Models,optimization_for_deep_networks,"['Federated Learning', 'Large Language Models', 'Forward-mode Automatic Differentiation', 'Forward-mode AD', 'Memory-efficient Finetuning', 'Memory-efficiency', 'Data Heterogeneity']",Reviewer_RCwU,6,2,3,3,3,3,Accept (poster)
5830,dG1HwKMYbC,FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,machine_learning_for_other_sciences_and_fields,"['Multi-agent system', 'Financial Large Language Models', 'Portfolio Management']",Reviewer_pGXR,7,3,3,3,3,1,Accept (poster)
5831,dG1HwKMYbC,FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,machine_learning_for_other_sciences_and_fields,"['Multi-agent system', 'Financial Large Language Models', 'Portfolio Management']",Reviewer_bNfR,8,3,3,3,2,2,Accept (poster)
5832,dG1HwKMYbC,FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making,machine_learning_for_other_sciences_and_fields,"['Multi-agent system', 'Financial Large Language Models', 'Portfolio Management']",Reviewer_rfBX,5,3,3,3,2,3,Accept (poster)
5833,dE1bTyyC9A,A Unified Framework for 3D Scene Understanding,machine_vision,['3D scene understanding; Unified model; 3D segmentation'],Reviewer_3AFf,5,3,2,2,4,1,Accept (poster)
5834,dE1bTyyC9A,A Unified Framework for 3D Scene Understanding,machine_vision,['3D scene understanding; Unified model; 3D segmentation'],Reviewer_PEfy,6,4,3,3,3,2,Accept (poster)
5835,dE1bTyyC9A,A Unified Framework for 3D Scene Understanding,machine_vision,['3D scene understanding; Unified model; 3D segmentation'],Reviewer_C3ws,7,3,3,3,3,3,Accept (poster)
5836,dE1bTyyC9A,A Unified Framework for 3D Scene Understanding,machine_vision,['3D scene understanding; Unified model; 3D segmentation'],Reviewer_r1wg,7,4,3,3,5,4,Accept (poster)
5837,dDDc3iNZA7,UniDSeg: Unified Cross-Domain 3D Semantic Segmentation via Visual Foundation Models Prior,machine_vision,"['Domain Generalization', 'Domain Adaptation', '3D Semantic Segmentation', 'Visual Foundation Models']",Reviewer_T5Kw,4,3,3,2,4,1,Accept (poster)
5838,dDDc3iNZA7,UniDSeg: Unified Cross-Domain 3D Semantic Segmentation via Visual Foundation Models Prior,machine_vision,"['Domain Generalization', 'Domain Adaptation', '3D Semantic Segmentation', 'Visual Foundation Models']",Reviewer_4rFB,5,4,2,2,4,2,Accept (poster)
5839,dDDc3iNZA7,UniDSeg: Unified Cross-Domain 3D Semantic Segmentation via Visual Foundation Models Prior,machine_vision,"['Domain Generalization', 'Domain Adaptation', '3D Semantic Segmentation', 'Visual Foundation Models']",Reviewer_KKSy,4,3,2,2,4,3,Accept (poster)
5840,dDDc3iNZA7,UniDSeg: Unified Cross-Domain 3D Semantic Segmentation via Visual Foundation Models Prior,machine_vision,"['Domain Generalization', 'Domain Adaptation', '3D Semantic Segmentation', 'Visual Foundation Models']",Reviewer_DeKz,7,4,3,3,3,4,Accept (poster)
5841,dCgbyvmlwL,UDC: A Unified Neural Divide-and-Conquer Framework for Large-Scale Combinatorial Optimization Problems,machine_learning_for_other_sciences_and_fields,"['Neural Combinatorial Optimization', 'Large-Scale Combinatorial Optimization Problem', 'Neural Divide-and-Conquer', 'Vehicle Routing Problem', 'Unified Framework']",Reviewer_Uqww,7,3,3,4,4,1,Accept (poster)
5842,dCgbyvmlwL,UDC: A Unified Neural Divide-and-Conquer Framework for Large-Scale Combinatorial Optimization Problems,machine_learning_for_other_sciences_and_fields,"['Neural Combinatorial Optimization', 'Large-Scale Combinatorial Optimization Problem', 'Neural Divide-and-Conquer', 'Vehicle Routing Problem', 'Unified Framework']",Reviewer_kAJo,5,3,2,2,4,2,Accept (poster)
5843,dCgbyvmlwL,UDC: A Unified Neural Divide-and-Conquer Framework for Large-Scale Combinatorial Optimization Problems,machine_learning_for_other_sciences_and_fields,"['Neural Combinatorial Optimization', 'Large-Scale Combinatorial Optimization Problem', 'Neural Divide-and-Conquer', 'Vehicle Routing Problem', 'Unified Framework']",Reviewer_h7Dg,5,2,1,2,4,3,Accept (poster)
5844,dCgbyvmlwL,UDC: A Unified Neural Divide-and-Conquer Framework for Large-Scale Combinatorial Optimization Problems,machine_learning_for_other_sciences_and_fields,"['Neural Combinatorial Optimization', 'Large-Scale Combinatorial Optimization Problem', 'Neural Divide-and-Conquer', 'Vehicle Routing Problem', 'Unified Framework']",Reviewer_Eauz,6,3,3,3,3,4,Accept (poster)
5845,dBynjEbAt0,Probabilistic size-and-shape functional mixed models,probabilistic_methods,"['statistical shape analysis', 'size-and-shape perturbation model', 'Bayesian random effects model', 'norm-preserving transformation', 'phase function']",Reviewer_UDtq,7,3,3,2,4,1,Accept (poster)
5846,dBynjEbAt0,Probabilistic size-and-shape functional mixed models,probabilistic_methods,"['statistical shape analysis', 'size-and-shape perturbation model', 'Bayesian random effects model', 'norm-preserving transformation', 'phase function']",Reviewer_jjxT,5,3,2,2,1,2,Accept (poster)
5847,dBynjEbAt0,Probabilistic size-and-shape functional mixed models,probabilistic_methods,"['statistical shape analysis', 'size-and-shape perturbation model', 'Bayesian random effects model', 'norm-preserving transformation', 'phase function']",Reviewer_JKM1,5,3,3,2,2,3,Accept (poster)
5848,dBynjEbAt0,Probabilistic size-and-shape functional mixed models,probabilistic_methods,"['statistical shape analysis', 'size-and-shape perturbation model', 'Bayesian random effects model', 'norm-preserving transformation', 'phase function']",Reviewer_qjNQ,7,3,2,3,4,4,Accept (poster)
5849,dBynjEbAt0,Probabilistic size-and-shape functional mixed models,probabilistic_methods,"['statistical shape analysis', 'size-and-shape perturbation model', 'Bayesian random effects model', 'norm-preserving transformation', 'phase function']",Reviewer_yD41,5,3,3,3,3,5,Accept (poster)
5850,dBE8KHdMFs,ControlSynth Neural ODEs: Modeling Dynamical Systems with Guaranteed Convergence,deep_learning_architectures,"['Neural ODEs', 'Differential Equations', 'Dynamical Systems', 'Deep Learning']",Reviewer_x1sG,7,3,3,4,3,1,Accept (poster)
5851,dBE8KHdMFs,ControlSynth Neural ODEs: Modeling Dynamical Systems with Guaranteed Convergence,deep_learning_architectures,"['Neural ODEs', 'Differential Equations', 'Dynamical Systems', 'Deep Learning']",Reviewer_Wqu1,5,2,1,2,2,2,Accept (poster)
5852,dBE8KHdMFs,ControlSynth Neural ODEs: Modeling Dynamical Systems with Guaranteed Convergence,deep_learning_architectures,"['Neural ODEs', 'Differential Equations', 'Dynamical Systems', 'Deep Learning']",Reviewer_tUtW,8,3,3,3,4,3,Accept (poster)
5853,dBE8KHdMFs,ControlSynth Neural ODEs: Modeling Dynamical Systems with Guaranteed Convergence,deep_learning_architectures,"['Neural ODEs', 'Differential Equations', 'Dynamical Systems', 'Deep Learning']",Reviewer_JYd3,5,3,3,2,3,4,Accept (poster)
5854,dB99jjwx3h,Learning Linear Causal Representations from General Environments: Identifiability and Intrinsic Ambiguity,causal_inference,['causal representation learning; causal inference'],Reviewer_Cu44,6,2,2,2,2,1,Accept (spotlight)
5855,dB99jjwx3h,Learning Linear Causal Representations from General Environments: Identifiability and Intrinsic Ambiguity,causal_inference,['causal representation learning; causal inference'],Reviewer_Vjor,7,3,3,3,2,2,Accept (spotlight)
5856,dB99jjwx3h,Learning Linear Causal Representations from General Environments: Identifiability and Intrinsic Ambiguity,causal_inference,['causal representation learning; causal inference'],Reviewer_mSkL,5,2,2,3,3,3,Accept (spotlight)
5857,dB99jjwx3h,Learning Linear Causal Representations from General Environments: Identifiability and Intrinsic Ambiguity,causal_inference,['causal representation learning; causal inference'],Reviewer_FDC3,7,3,3,3,3,4,Accept (spotlight)
5858,dB6gwSDXKL,Towards Understanding How Transformers Learn In-context Through a Representation Learning Lens,interpretability_and_explainability,"['Transformers', 'In-context Learning', 'Representation Learning']",Reviewer_8J5b,5,3,2,3,4,1,Accept (poster)
5859,dB6gwSDXKL,Towards Understanding How Transformers Learn In-context Through a Representation Learning Lens,interpretability_and_explainability,"['Transformers', 'In-context Learning', 'Representation Learning']",Reviewer_k2vC,5,3,3,3,1,2,Accept (poster)
5860,dB6gwSDXKL,Towards Understanding How Transformers Learn In-context Through a Representation Learning Lens,interpretability_and_explainability,"['Transformers', 'In-context Learning', 'Representation Learning']",Reviewer_cRiK,8,3,3,4,4,3,Accept (poster)
5861,dB6gwSDXKL,Towards Understanding How Transformers Learn In-context Through a Representation Learning Lens,interpretability_and_explainability,"['Transformers', 'In-context Learning', 'Representation Learning']",Reviewer_HnPE,6,3,3,3,4,4,Accept (poster)
5862,dAXuir2ets,SpaFL: Communication-Efficient Federated Learning With Sparse Models And Low Computational Overhead,other,"['Federated Learning', 'Communication and Computation Efficiency', 'Pruning']",Reviewer_Ju3Y,6,3,3,3,3,1,Accept (poster)
5863,dAXuir2ets,SpaFL: Communication-Efficient Federated Learning With Sparse Models And Low Computational Overhead,other,"['Federated Learning', 'Communication and Computation Efficiency', 'Pruning']",Reviewer_qu5D,6,2,3,3,3,2,Accept (poster)
5864,dAXuir2ets,SpaFL: Communication-Efficient Federated Learning With Sparse Models And Low Computational Overhead,other,"['Federated Learning', 'Communication and Computation Efficiency', 'Pruning']",Reviewer_28Jj,5,2,1,2,4,3,Accept (poster)
5865,dA7hUm4css,One-Shot Safety Alignment for Large Language Models via Optimal Dualization,generative_models,"['Large Language Models', 'Alignment', 'RLHF', 'Safety', 'Constraints']",Reviewer_TvNM,8,2,4,4,3,1,Accept (spotlight)
5866,dA7hUm4css,One-Shot Safety Alignment for Large Language Models via Optimal Dualization,generative_models,"['Large Language Models', 'Alignment', 'RLHF', 'Safety', 'Constraints']",Reviewer_S7ke,8,4,3,3,2,2,Accept (spotlight)
5867,dA7hUm4css,One-Shot Safety Alignment for Large Language Models via Optimal Dualization,generative_models,"['Large Language Models', 'Alignment', 'RLHF', 'Safety', 'Constraints']",Reviewer_EtW9,7,3,3,3,4,3,Accept (spotlight)
5868,dA7hUm4css,One-Shot Safety Alignment for Large Language Models via Optimal Dualization,generative_models,"['Large Language Models', 'Alignment', 'RLHF', 'Safety', 'Constraints']",Reviewer_1pVY,8,4,4,4,4,4,Accept (spotlight)
5869,dA7hUm4css,One-Shot Safety Alignment for Large Language Models via Optimal Dualization,generative_models,"['Large Language Models', 'Alignment', 'RLHF', 'Safety', 'Constraints']",Reviewer_wcCD,5,3,2,2,4,5,Accept (spotlight)
5870,d99yCfOnwK,Classification Diffusion Models: Revitalizing Density Ratio Estimation,generative_models,['Density Ratio Estimation'],Reviewer_fmsZ,8,3,4,4,5,1,Accept (poster)
5871,d99yCfOnwK,Classification Diffusion Models: Revitalizing Density Ratio Estimation,generative_models,['Density Ratio Estimation'],Reviewer_93Vh,8,4,4,3,4,2,Accept (poster)
5872,d99yCfOnwK,Classification Diffusion Models: Revitalizing Density Ratio Estimation,generative_models,['Density Ratio Estimation'],Reviewer_ftzp,6,3,3,3,5,3,Accept (poster)
5873,d99yCfOnwK,Classification Diffusion Models: Revitalizing Density Ratio Estimation,generative_models,['Density Ratio Estimation'],Reviewer_15GS,5,3,3,3,2,4,Accept (poster)
5874,d75qCZb7TX,Context-Aware Testing: A New Paradigm for Model Testing with Large Language Models,evaluation,"['model testing', 'tabular data', 'large language models']",Reviewer_ctad,3,2,2,1,3,1,Accept (poster)
5875,d75qCZb7TX,Context-Aware Testing: A New Paradigm for Model Testing with Large Language Models,evaluation,"['model testing', 'tabular data', 'large language models']",Reviewer_H6db,6,3,3,3,4,2,Accept (poster)
5876,d75qCZb7TX,Context-Aware Testing: A New Paradigm for Model Testing with Large Language Models,evaluation,"['model testing', 'tabular data', 'large language models']",Reviewer_bfyv,6,3,4,3,3,3,Accept (poster)
5877,d75qCZb7TX,Context-Aware Testing: A New Paradigm for Model Testing with Large Language Models,evaluation,"['model testing', 'tabular data', 'large language models']",Reviewer_6t3M,6,3,3,3,3,4,Accept (poster)
5878,d5cKDHCrFJ,EPIC: Effective Prompting for Imbalanced-Class Data Synthesis in Tabular Data Classification via Large Language Models,generative_models,"['Large language model', 'In-context learning', 'Few-shot learning', 'Class imbalance', 'Tabular data', 'Synthetic data generation']",Reviewer_kZFF,5,2,2,2,3,1,Accept (poster)
5879,d5cKDHCrFJ,EPIC: Effective Prompting for Imbalanced-Class Data Synthesis in Tabular Data Classification via Large Language Models,generative_models,"['Large language model', 'In-context learning', 'Few-shot learning', 'Class imbalance', 'Tabular data', 'Synthetic data generation']",Reviewer_8bof,5,3,2,2,4,2,Accept (poster)
5880,d5cKDHCrFJ,EPIC: Effective Prompting for Imbalanced-Class Data Synthesis in Tabular Data Classification via Large Language Models,generative_models,"['Large language model', 'In-context learning', 'Few-shot learning', 'Class imbalance', 'Tabular data', 'Synthetic data generation']",Reviewer_p2sf,8,4,4,3,4,3,Accept (poster)
5881,d5cKDHCrFJ,EPIC: Effective Prompting for Imbalanced-Class Data Synthesis in Tabular Data Classification via Large Language Models,generative_models,"['Large language model', 'In-context learning', 'Few-shot learning', 'Class imbalance', 'Tabular data', 'Synthetic data generation']",Reviewer_zoZq,6,3,3,2,3,4,Accept (poster)
5882,d2lPM1Aczs,RankUp: Boosting Semi-Supervised Regression with an Auxiliary Ranking Classifier,other,"['Semi-Supervised Learning', 'Weakly Supervised Learning', 'Regression']",Reviewer_Ngei,6,3,3,3,3,1,Accept (poster)
5883,d2lPM1Aczs,RankUp: Boosting Semi-Supervised Regression with an Auxiliary Ranking Classifier,other,"['Semi-Supervised Learning', 'Weakly Supervised Learning', 'Regression']",Reviewer_tpBB,6,3,2,4,4,2,Accept (poster)
5884,d2lPM1Aczs,RankUp: Boosting Semi-Supervised Regression with an Auxiliary Ranking Classifier,other,"['Semi-Supervised Learning', 'Weakly Supervised Learning', 'Regression']",Reviewer_41bS,4,3,3,2,4,3,Accept (poster)
5885,d2lPM1Aczs,RankUp: Boosting Semi-Supervised Regression with an Auxiliary Ranking Classifier,other,"['Semi-Supervised Learning', 'Weakly Supervised Learning', 'Regression']",Reviewer_PMad,6,3,3,3,3,4,Accept (poster)
5886,d226uyWYUo,Knowledge Graph Completion by Intermediate Variables Regularization,graph_neural_networks,"['Knowledge Graph Completion', 'Tensor Decomposition', 'Regularization']",Reviewer_YvVe,5,3,2,2,3,1,Accept (poster)
5887,d226uyWYUo,Knowledge Graph Completion by Intermediate Variables Regularization,graph_neural_networks,"['Knowledge Graph Completion', 'Tensor Decomposition', 'Regularization']",Reviewer_gAVe,6,3,3,3,4,2,Accept (poster)
5888,d226uyWYUo,Knowledge Graph Completion by Intermediate Variables Regularization,graph_neural_networks,"['Knowledge Graph Completion', 'Tensor Decomposition', 'Regularization']",Reviewer_fmAK,5,3,3,3,4,3,Accept (poster)
5889,d226uyWYUo,Knowledge Graph Completion by Intermediate Variables Regularization,graph_neural_networks,"['Knowledge Graph Completion', 'Tensor Decomposition', 'Regularization']",Reviewer_8dJT,6,3,3,3,3,4,Accept (poster)
5890,d1XrZ4EINV,LeDex: Training LLMs to Better Self-Debug and Explain Code,natural_language_processing,"['Large Language Model', 'Code Generation', 'Code Refinement', 'Code Explanation', 'Supervised Finetuning', 'Reinforcement Learning']",Reviewer_osNA,7,3,3,2,4,1,Accept (poster)
5891,d1XrZ4EINV,LeDex: Training LLMs to Better Self-Debug and Explain Code,natural_language_processing,"['Large Language Model', 'Code Generation', 'Code Refinement', 'Code Explanation', 'Supervised Finetuning', 'Reinforcement Learning']",Reviewer_uGRw,7,4,3,3,5,2,Accept (poster)
5892,d1XrZ4EINV,LeDex: Training LLMs to Better Self-Debug and Explain Code,natural_language_processing,"['Large Language Model', 'Code Generation', 'Code Refinement', 'Code Explanation', 'Supervised Finetuning', 'Reinforcement Learning']",Reviewer_2CSS,5,3,3,3,4,3,Accept (poster)
5893,d1XrZ4EINV,LeDex: Training LLMs to Better Self-Debug and Explain Code,natural_language_processing,"['Large Language Model', 'Code Generation', 'Code Refinement', 'Code Explanation', 'Supervised Finetuning', 'Reinforcement Learning']",Reviewer_Dkve,8,3,4,3,4,4,Accept (poster)
5894,d1XrZ4EINV,LeDex: Training LLMs to Better Self-Debug and Explain Code,natural_language_processing,"['Large Language Model', 'Code Generation', 'Code Refinement', 'Code Explanation', 'Supervised Finetuning', 'Reinforcement Learning']",Reviewer_jfHT,6,3,3,3,4,5,Accept (poster)
5895,cyv0LkIaoH,Self-Consuming Generative Models with Curated Data Provably Optimize Human Preferences,generative_models,"['retraining', 'curating', 'generative model', 'self-consuming']",Reviewer_orKH,7,3,2,4,4,1,Accept (spotlight)
5896,cyv0LkIaoH,Self-Consuming Generative Models with Curated Data Provably Optimize Human Preferences,generative_models,"['retraining', 'curating', 'generative model', 'self-consuming']",Reviewer_cgiY,6,3,2,2,4,2,Accept (spotlight)
5897,cyv0LkIaoH,Self-Consuming Generative Models with Curated Data Provably Optimize Human Preferences,generative_models,"['retraining', 'curating', 'generative model', 'self-consuming']",Reviewer_ej3h,6,3,3,3,4,3,Accept (spotlight)
5898,cyv0LkIaoH,Self-Consuming Generative Models with Curated Data Provably Optimize Human Preferences,generative_models,"['retraining', 'curating', 'generative model', 'self-consuming']",Reviewer_cUrK,7,3,4,3,4,4,Accept (spotlight)
5899,cyv0LkIaoH,Self-Consuming Generative Models with Curated Data Provably Optimize Human Preferences,generative_models,"['retraining', 'curating', 'generative model', 'self-consuming']",Reviewer_WZgs,6,3,3,2,4,5,Accept (spotlight)
5900,cyJxphdw3B,Can neural operators always be continuously discretized?,deep_learning_architectures,"['Neural Operators', 'Invertibility', 'Category Theory']",Reviewer_47x8,6,3,3,3,2,1,Accept (poster)
5901,cyJxphdw3B,Can neural operators always be continuously discretized?,deep_learning_architectures,"['Neural Operators', 'Invertibility', 'Category Theory']",Reviewer_K5mB,7,3,3,3,4,2,Accept (poster)
5902,cyJxphdw3B,Can neural operators always be continuously discretized?,deep_learning_architectures,"['Neural Operators', 'Invertibility', 'Category Theory']",Reviewer_KEed,6,3,3,3,3,3,Accept (poster)
5903,cyJxphdw3B,Can neural operators always be continuously discretized?,deep_learning_architectures,"['Neural Operators', 'Invertibility', 'Category Theory']",Reviewer_mJde,4,2,1,2,2,4,Accept (poster)
5904,cw5mgd71jW,Many-shot Jailbreaking,safety_in_machine_learning,"['large language models', 'long context', 'robustness', 'jailbreaks', 'in-context learning']",Reviewer_yrcB,6,3,3,3,4,1,Accept (poster)
5905,cw5mgd71jW,Many-shot Jailbreaking,safety_in_machine_learning,"['large language models', 'long context', 'robustness', 'jailbreaks', 'in-context learning']",Reviewer_FGBD,7,4,3,4,4,2,Accept (poster)
5906,cw5mgd71jW,Many-shot Jailbreaking,safety_in_machine_learning,"['large language models', 'long context', 'robustness', 'jailbreaks', 'in-context learning']",Reviewer_HzZf,6,3,3,2,4,3,Accept (poster)
5907,cw5mgd71jW,Many-shot Jailbreaking,safety_in_machine_learning,"['large language models', 'long context', 'robustness', 'jailbreaks', 'in-context learning']",Reviewer_7j23,6,3,2,3,4,4,Accept (poster)
5908,cw5mgd71jW,Many-shot Jailbreaking,safety_in_machine_learning,"['large language models', 'long context', 'robustness', 'jailbreaks', 'in-context learning']",Reviewer_3GmK,7,3,4,4,4,5,Accept (poster)
5909,cvaSru8LeO,Is A Picture Worth A Thousand Words? Delving Into Spatial Reasoning for Vision Language Models,evaluation,"['Spatial Reasoning', 'Evaluation', 'Vision-language Models', 'Language Models']",Reviewer_WNLP,6,3,3,3,4,1,Accept (poster)
5910,cvaSru8LeO,Is A Picture Worth A Thousand Words? Delving Into Spatial Reasoning for Vision Language Models,evaluation,"['Spatial Reasoning', 'Evaluation', 'Vision-language Models', 'Language Models']",Reviewer_JHoY,6,2,3,3,4,2,Accept (poster)
5911,cvaSru8LeO,Is A Picture Worth A Thousand Words? Delving Into Spatial Reasoning for Vision Language Models,evaluation,"['Spatial Reasoning', 'Evaluation', 'Vision-language Models', 'Language Models']",Reviewer_i8Xy,5,3,3,3,4,3,Accept (poster)
5912,cvaSru8LeO,Is A Picture Worth A Thousand Words? Delving Into Spatial Reasoning for Vision Language Models,evaluation,"['Spatial Reasoning', 'Evaluation', 'Vision-language Models', 'Language Models']",Reviewer_kVxr,4,2,3,2,4,4,Accept (poster)
5913,cuWsR25bbI,An exactly solvable model for emergence and scaling laws in the multitask sparse parity problem,other,"['science of deep learning', 'emergence', 'skills', 'scaling laws']",Reviewer_TV9v,7,4,4,3,3,1,Accept (poster)
5914,cuWsR25bbI,An exactly solvable model for emergence and scaling laws in the multitask sparse parity problem,other,"['science of deep learning', 'emergence', 'skills', 'scaling laws']",Reviewer_D3CL,7,4,4,3,5,2,Accept (poster)
5915,cuWsR25bbI,An exactly solvable model for emergence and scaling laws in the multitask sparse parity problem,other,"['science of deep learning', 'emergence', 'skills', 'scaling laws']",Reviewer_owz9,6,4,3,2,3,3,Accept (poster)
5916,cuWsR25bbI,An exactly solvable model for emergence and scaling laws in the multitask sparse parity problem,other,"['science of deep learning', 'emergence', 'skills', 'scaling laws']",Reviewer_NXT5,3,1,2,1,3,4,Accept (poster)
5917,cuO0DenqMl,Wasserstein Gradient Boosting: A Framework for Distribution-Valued Supervised Learning,probabilistic_methods,['Gradient Boosting; Wasserstein Gradient Flow; Uncertainty Quantification'],Reviewer_DY4u,7,4,4,4,3,1,Accept (poster)
5918,cuO0DenqMl,Wasserstein Gradient Boosting: A Framework for Distribution-Valued Supervised Learning,probabilistic_methods,['Gradient Boosting; Wasserstein Gradient Flow; Uncertainty Quantification'],Reviewer_q9Jy,3,2,3,2,5,2,Accept (poster)
5919,cuO0DenqMl,Wasserstein Gradient Boosting: A Framework for Distribution-Valued Supervised Learning,probabilistic_methods,['Gradient Boosting; Wasserstein Gradient Flow; Uncertainty Quantification'],Reviewer_UM7J,3,2,2,2,3,3,Accept (poster)
5920,cuO0DenqMl,Wasserstein Gradient Boosting: A Framework for Distribution-Valued Supervised Learning,probabilistic_methods,['Gradient Boosting; Wasserstein Gradient Flow; Uncertainty Quantification'],Reviewer_jx13,8,4,4,4,3,4,Accept (poster)
5921,ctxtY3VGGq,Online Weighted Paging with Unknown Weights,online_learning,"['Online Learning', 'Online Weighted Paging', 'Online Algorithms', 'Competitive Ratio', 'Regret', 'Theory']",Reviewer_VdxB,7,3,3,3,4,1,Accept (poster)
5922,ctxtY3VGGq,Online Weighted Paging with Unknown Weights,online_learning,"['Online Learning', 'Online Weighted Paging', 'Online Algorithms', 'Competitive Ratio', 'Regret', 'Theory']",Reviewer_MmEo,6,3,2,3,4,2,Accept (poster)
5923,ctxtY3VGGq,Online Weighted Paging with Unknown Weights,online_learning,"['Online Learning', 'Online Weighted Paging', 'Online Algorithms', 'Competitive Ratio', 'Regret', 'Theory']",Reviewer_WtQQ,7,4,3,4,4,3,Accept (poster)
5924,ctxtY3VGGq,Online Weighted Paging with Unknown Weights,online_learning,"['Online Learning', 'Online Weighted Paging', 'Online Algorithms', 'Competitive Ratio', 'Regret', 'Theory']",Reviewer_qj5j,4,2,2,3,2,4,Accept (poster)
5925,ctxtY3VGGq,Online Weighted Paging with Unknown Weights,online_learning,"['Online Learning', 'Online Weighted Paging', 'Online Algorithms', 'Competitive Ratio', 'Regret', 'Theory']",Reviewer_Yutu,4,3,2,3,4,5,Accept (poster)
5926,ctXYOoAgRy,How do Large Language Models Handle Multilingualism?,natural_language_processing,"['Large Language Model', 'Multilingual', 'Language Specific Neuron']",Reviewer_NLiQ,7,3,4,4,3,1,Accept (poster)
5927,ctXYOoAgRy,How do Large Language Models Handle Multilingualism?,natural_language_processing,"['Large Language Model', 'Multilingual', 'Language Specific Neuron']",Reviewer_TbKY,6,3,4,4,4,2,Accept (poster)
5928,ctXYOoAgRy,How do Large Language Models Handle Multilingualism?,natural_language_processing,"['Large Language Model', 'Multilingual', 'Language Specific Neuron']",Reviewer_Nru9,5,3,3,2,4,3,Accept (poster)
5929,ctXYOoAgRy,How do Large Language Models Handle Multilingualism?,natural_language_processing,"['Large Language Model', 'Multilingual', 'Language Specific Neuron']",Reviewer_2b8J,7,3,3,3,5,4,Accept (poster)
5930,cs1HISJkLU,A Versatile Diffusion Transformer with Mixture of Noise Levels for Audiovisual Generation,diffusion_based_models,"['multimodal diffusion', 'multimodal generation', 'diffusion timestep', 'latent diffusion models']",Reviewer_4xRp,5,2,4,2,4,1,Accept (poster)
5931,cs1HISJkLU,A Versatile Diffusion Transformer with Mixture of Noise Levels for Audiovisual Generation,diffusion_based_models,"['multimodal diffusion', 'multimodal generation', 'diffusion timestep', 'latent diffusion models']",Reviewer_SA7V,5,3,2,2,4,2,Accept (poster)
5932,cs1HISJkLU,A Versatile Diffusion Transformer with Mixture of Noise Levels for Audiovisual Generation,diffusion_based_models,"['multimodal diffusion', 'multimodal generation', 'diffusion timestep', 'latent diffusion models']",Reviewer_tkoE,5,3,2,3,4,3,Accept (poster)
5933,cs1HISJkLU,A Versatile Diffusion Transformer with Mixture of Noise Levels for Audiovisual Generation,diffusion_based_models,"['multimodal diffusion', 'multimodal generation', 'diffusion timestep', 'latent diffusion models']",Reviewer_bNvz,6,2,3,2,3,4,Accept (poster)
5934,crlvDzDPgM,Customized Subgraph Selection and Encoding for Drug-drug Interaction Prediction,machine_learning_for_healthcare,"['Drug-drug Interaction Prediction', 'Neural Architecture Search', 'Graph Neural Networks']",Reviewer_KE8i,8,4,4,4,5,1,Accept (poster)
5935,crlvDzDPgM,Customized Subgraph Selection and Encoding for Drug-drug Interaction Prediction,machine_learning_for_healthcare,"['Drug-drug Interaction Prediction', 'Neural Architecture Search', 'Graph Neural Networks']",Reviewer_zvSg,3,3,3,3,4,2,Accept (poster)
5936,crlvDzDPgM,Customized Subgraph Selection and Encoding for Drug-drug Interaction Prediction,machine_learning_for_healthcare,"['Drug-drug Interaction Prediction', 'Neural Architecture Search', 'Graph Neural Networks']",Reviewer_2Vrd,4,2,2,2,4,3,Accept (poster)
5937,crlvDzDPgM,Customized Subgraph Selection and Encoding for Drug-drug Interaction Prediction,machine_learning_for_healthcare,"['Drug-drug Interaction Prediction', 'Neural Architecture Search', 'Graph Neural Networks']",Reviewer_Qw7Z,5,3,3,3,3,4,Accept (poster)
5938,cr5EQRJlRn,Delta-CoMe: Training-Free Delta-Compression with Mixed-Precision for Large Language Models,natural_language_processing,"['Large Language Model', 'Delta Compression', 'Efficient Serving', 'Multi-Tenant Serving']",Reviewer_ZM7A,5,2,3,2,4,1,Accept (poster)
5939,cr5EQRJlRn,Delta-CoMe: Training-Free Delta-Compression with Mixed-Precision for Large Language Models,natural_language_processing,"['Large Language Model', 'Delta Compression', 'Efficient Serving', 'Multi-Tenant Serving']",Reviewer_PxGh,6,3,3,3,4,2,Accept (poster)
